"alias","index","complete_gene_name","gene_symbol"
"CHEK2P1",30517,"CHEK2 pseudogene 1","CHEK2P1"
"KIAA0649P5",30523,"protein phosphatase 1 regulatory subunit 26 pseudogene 5","PPP1R26P5"
"PPP1R26P5",30523,"protein phosphatase 1 regulatory subunit 26 pseudogene 5","PPP1R26P5"
"BCRP8",30524,"BCR pseudogene 8","BCRP8"
"KIAA0649P2",30530,"protein phosphatase 1 regulatory subunit 26 pseudogene 2","PPP1R26P2"
"PPP1R26P2",30530,"protein phosphatase 1 regulatory subunit 26 pseudogene 2","PPP1R26P2"
"SLC25A1P2",30534,"solute carrier family 25 member 1 pseudogene 2","SLC25A1P2"
"RPL32_22_1617",30553,"ribosomal protein L32 pseudogene 34","RPL32P34"
"RPL32P34",30553,"ribosomal protein L32 pseudogene 34","RPL32P34"
"BCRP7",30554,"BCR pseudogene 7","BCRP7"
"RPL32_18_1316",30562,"ribosomal protein L32 pseudogene 28","RPL32P28"
"RPL32P28",30562,"ribosomal protein L32 pseudogene 28","RPL32P28"
"RPL39_13_1220",30571,"ribosomal protein L39 pseudogene 27","RPL39P27"
"RPL39P27",30571,"ribosomal protein L39 pseudogene 27","RPL39P27"
"SBF1P1",30573,"SET binding factor 1 pseudogene 1","SBF1P1"
"RPL34_4_651",30589,"ribosomal protein L34 pseudogene 16","RPL34P16"
"RPL34P16",30589,"ribosomal protein L34 pseudogene 16","RPL34P16"
"CHKB-AS1",30643,"CHKB divergent transcript","CHKB-DT"
"CHKB-DT",30643,"CHKB divergent transcript","CHKB-DT"
"RPL36A_15_975",31524,"ribosomal protein L36a pseudogene 33","RPL36AP33"
"RPL36AP33",31524,"ribosomal protein L36a pseudogene 33","RPL36AP33"
"RPL37_1_4",31653,"ribosomal protein L37 pseudogene 9","RPL37P9"
"RPL37P9",31653,"ribosomal protein L37 pseudogene 9","RPL37P9"
"RPL39_1_3",31654,"ribosomal protein L39 pseudogene 12","RPL39P12"
"RPL39P12",31654,"ribosomal protein L39 pseudogene 12","RPL39P12"
"RPL31_1_62",31707,"ribosomal protein L31 pseudogene 12","RPL31P12"
"RPL31P12",31707,"ribosomal protein L31 pseudogene 12","RPL31P12"
"RPL32_1_26",31708,"ribosomal protein L32 pseudogene 6","RPL32P6"
"RPL32P6",31708,"ribosomal protein L32 pseudogene 6","RPL32P6"
"RPL34_1_24",31709,"ribosomal protein L34 pseudogene 4","RPL34P4"
"RPL34P4",31709,"ribosomal protein L34 pseudogene 4","RPL34P4"
"RPL37_1_52",31710,"ribosomal protein L37 pseudogene 7","RPL37P7"
"RPL37P7",31710,"ribosomal protein L37 pseudogene 7","RPL37P7"
"RPL39_1_12",31711,"ribosomal protein L39 pseudogene 6","RPL39P6"
"RPL39P6",31711,"ribosomal protein L39 pseudogene 6","RPL39P6"
"RPL39_2_23",31712,"ribosomal protein L39 pseudogene 7","RPL39P7"
"RPL39P7",31712,"ribosomal protein L39 pseudogene 7","RPL39P7"
"RPL39_2_85",31713,"ribosomal protein L39 pseudogene 8","RPL39P8"
"RPL39P8",31713,"ribosomal protein L39 pseudogene 8","RPL39P8"
"RPL39_4_77",31714,"ribosomal protein L39 pseudogene 9","RPL39P9"
"RPL39P9",31714,"ribosomal protein L39 pseudogene 9","RPL39P9"
"RPL30_1_127",31788,"ribosomal protein L30 pseudogene 1","RPL30P1"
"RPL30P1",31788,"ribosomal protein L30 pseudogene 1","RPL30P1"
"RPL30_1_286",31789,"ribosomal protein L30 pseudogene 2","RPL30P2"
"RPL30P2",31789,"ribosomal protein L30 pseudogene 2","RPL30P2"
"RPL30_2_193",31790,"ribosomal protein L30 pseudogene 3","RPL30P3"
"RPL30P3",31790,"ribosomal protein L30 pseudogene 3","RPL30P3"
"RPL30_2_497",31791,"ribosomal protein L30 pseudogene 5","RPL30P5"
"RPL30P5",31791,"ribosomal protein L30 pseudogene 5","RPL30P5"
"RPL30_3_541",31792,"ribosomal protein L30 pseudogene 7","RPL30P7"
"RPL30P7",31792,"ribosomal protein L30 pseudogene 7","RPL30P7"
"RPL30_4_501",31793,"ribosomal protein L30 pseudogene 6","RPL30P6"
"RPL30P6",31793,"ribosomal protein L30 pseudogene 6","RPL30P6"
"RPL30_5_882",31794,"ribosomal protein L30 pseudogene 9","RPL30P9"
"RPL30P9",31794,"ribosomal protein L30 pseudogene 9","RPL30P9"
"RPL30_5_906",31795,"ribosomal protein L30 pseudogene 10","RPL30P10"
"RPL30P10",31795,"ribosomal protein L30 pseudogene 10","RPL30P10"
"RPL31_2_164",31796,"ribosomal protein L31 pseudogene 13","RPL31P13"
"RPL31P13",31796,"ribosomal protein L31 pseudogene 13","RPL31P13"
"RPL31_3_303",31797,"ribosomal protein L31 pseudogene 15","RPL31P15"
"RPL31P15",31797,"ribosomal protein L31 pseudogene 15","RPL31P15"
"RPL31_5_346",31798,"ribosomal protein L31 pseudogene 19","RPL31P19"
"RPL31P19",31798,"ribosomal protein L31 pseudogene 19","RPL31P19"
"RPL31_6_349",31799,"ribosomal protein L31 pseudogene 20","RPL31P20"
"RPL31P20",31799,"ribosomal protein L31 pseudogene 20","RPL31P20"
"RPL31_6_464",31800,"ribosomal protein L31 pseudogene 25","RPL31P25"
"RPL31P25",31800,"ribosomal protein L31 pseudogene 25","RPL31P25"
"RPL31_8_410",31801,"ribosomal protein L31 pseudogene 21","RPL31P21"
"RPL31P21",31801,"ribosomal protein L31 pseudogene 21","RPL31P21"
"RPL31_9_449",31802,"ribosomal protein L31 pseudogene 22","RPL31P22"
"RPL31P22",31802,"ribosomal protein L31 pseudogene 22","RPL31P22"
"RPL31_9_773",31803,"ribosomal protein L31 pseudogene 29","RPL31P29"
"RPL31P29",31803,"ribosomal protein L31 pseudogene 29","RPL31P29"
"RPL32_2_419",31804,"ribosomal protein L32 pseudogene 8","RPL32P8"
"RPL32P8",31804,"ribosomal protein L32 pseudogene 8","RPL32P8"
"RPL32_3_420",31805,"ribosomal protein L32 pseudogene 9","RPL32P9"
"RPL32P9",31805,"ribosomal protein L32 pseudogene 9","RPL32P9"
"RPL32_4_510",31806,"ribosomal protein L32 pseudogene 13","RPL32P13"
"RPL32P13",31806,"ribosomal protein L32 pseudogene 13","RPL32P13"
"RPL32_5_546",31807,"ribosomal protein L32 pseudogene 14","RPL32P14"
"RPL32P14",31807,"ribosomal protein L32 pseudogene 14","RPL32P14"
"RPL34_2_101",31808,"ribosomal protein L34 pseudogene 5","RPL34P5"
"RPL34P5",31808,"ribosomal protein L34 pseudogene 5","RPL34P5"
"RPL34_2_514",31809,"ribosomal protein L34 pseudogene 12","RPL34P12"
"RPL34P12",31809,"ribosomal protein L34 pseudogene 12","RPL34P12"
"RPL34_3_616",31810,"ribosomal protein L34 pseudogene 13","RPL34P13"
"RPL34P13",31810,"ribosomal protein L34 pseudogene 13","RPL34P13"
"RPL34_4_146",31811,"ribosomal protein L34 pseudogene 6","RPL34P6"
"RPL34P6",31811,"ribosomal protein L34 pseudogene 6","RPL34P6"
"RPL34_5_265",31812,"ribosomal protein L34 pseudogene 8","RPL34P8"
"RPL34P8",31812,"ribosomal protein L34 pseudogene 8","RPL34P8"
"RPL34_5_775",31813,"ribosomal protein L34 pseudogene 15","RPL34P15"
"RPL34P15",31813,"ribosomal protein L34 pseudogene 15","RPL34P15"
"RPL34_6_902",31814,"ribosomal protein L34 pseudogene 17","RPL34P17"
"RPL34P17",31814,"ribosomal protein L34 pseudogene 17","RPL34P17"
"RPL34_7_396",31815,"ribosomal protein L34 pseudogene 9","RPL34P9"
"RPL34P9",31815,"ribosomal protein L34 pseudogene 9","RPL34P9"
"RPL34_7_926",31816,"ribosomal protein L34 pseudogene 18","RPL34P18"
"RPL34P18",31816,"ribosomal protein L34 pseudogene 18","RPL34P18"
"RPL34_8_445",31817,"ribosomal protein L34 pseudogene 10","RPL34P10"
"RPL34P10",31817,"ribosomal protein L34 pseudogene 10","RPL34P10"
"RPL35_3_799",31818,"ribosomal protein L35 pseudogene 4","RPL35P4"
"RPL35P4",31818,"ribosomal protein L35 pseudogene 4","RPL35P4"
"RPL35_5_881",31819,"ribosomal protein L35 pseudogene 6","RPL35P6"
"RPL35P6",31819,"ribosomal protein L35 pseudogene 6","RPL35P6"
"RPL36_2_186",31820,"ribosomal protein L36 pseudogene 6","RPL36P6"
"RPL36P6",31820,"ribosomal protein L36 pseudogene 6","RPL36P6"
"RPL36_2_687",31821,"ribosomal protein L36 pseudogene 9","RPL36P9"
"RPL36P9",31821,"ribosomal protein L36 pseudogene 9","RPL36P9"
"RPL36_3_453",31822,"ribosomal protein L36 pseudogene 7","RPL36P7"
"RPL36P7",31822,"ribosomal protein L36 pseudogene 7","RPL36P7"
"RPL36_3_697",31823,"ribosomal protein L36 pseudogene 10","RPL36P10"
"RPL36P10",31823,"ribosomal protein L36 pseudogene 10","RPL36P10"
"RPL36_4_831",31824,"ribosomal protein L36 pseudogene 12","RPL36P12"
"RPL36P12",31824,"ribosomal protein L36 pseudogene 12","RPL36P12"
"RPL36_5_837",31825,"ribosomal protein L36 pseudogene 13","RPL36P13"
"RPL36P13",31825,"ribosomal protein L36 pseudogene 13","RPL36P13"
"RPL37_2_190",31826,"ribosomal protein L37 pseudogene 8","RPL37P8"
"RPL37P8",31826,"ribosomal protein L37 pseudogene 8","RPL37P8"
"RPL37_2_245",31827,"ribosomal protein L37 pseudogene 10","RPL37P10"
"RPL37P10",31827,"ribosomal protein L37 pseudogene 10","RPL37P10"
"RPL37_3_203",31828,"ribosomal protein L37 pseudogene 11","RPL37P11"
"RPL37P11",31828,"ribosomal protein L37 pseudogene 11","RPL37P11"
"RPL37_3_259",31829,"ribosomal protein L37 pseudogene 12","RPL37P12"
"RPL37P12",31829,"ribosomal protein L37 pseudogene 12","RPL37P12"
"RPL37_4_228",31830,"ribosomal protein L37 pseudogene 13","RPL37P13"
"RPL37P13",31830,"ribosomal protein L37 pseudogene 13","RPL37P13"
"RPL37_4_470",31831,"ribosomal protein L37 pseudogene 14","RPL37P14"
"RPL37P14",31831,"ribosomal protein L37 pseudogene 14","RPL37P14"
"RPL37_5_710",31832,"ribosomal protein L37 pseudogene 15","RPL37P15"
"RPL37P15",31832,"ribosomal protein L37 pseudogene 15","RPL37P15"
"RPL37_6_843",31833,"ribosomal protein L37 pseudogene 16","RPL37P16"
"RPL37P16",31833,"ribosomal protein L37 pseudogene 16","RPL37P16"
"RPL39_3_134",31834,"ribosomal protein L39 pseudogene 11","RPL39P11"
"RPL39P11",31834,"ribosomal protein L39 pseudogene 11","RPL39P11"
"RPL39_5_258",31835,"ribosomal protein L39 pseudogene 16","RPL39P16"
"RPL39P16",31835,"ribosomal protein L39 pseudogene 16","RPL39P16"
"RPL39_6_343",31836,"ribosomal protein L39 pseudogene 17","RPL39P17"
"RPL39P17",31836,"ribosomal protein L39 pseudogene 17","RPL39P17"
"RPL39_7_347",31837,"ribosomal protein L39 pseudogene 18","RPL39P18"
"RPL39P18",31837,"ribosomal protein L39 pseudogene 18","RPL39P18"
"RPL39_8_448",31838,"ribosomal protein L39 pseudogene 19","RPL39P19"
"RPL39P19",31838,"ribosomal protein L39 pseudogene 19","RPL39P19"
"RPL39_8_554",31839,"ribosomal protein L39 pseudogene 22","RPL39P22"
"RPL39P22",31839,"ribosomal protein L39 pseudogene 22","RPL39P22"
"RPL4_4_1752",31842,"ribosomal protein L4 pseudogene 6","RPL4P6"
"RPL4P6",31842,"ribosomal protein L4 pseudogene 6","RPL4P6"
"RPL36A_1_38",31940,"ribosomal protein L36a pseudogene 9","RPL36AP9"
"RPL36AP9",31940,"ribosomal protein L36a pseudogene 9","RPL36AP9"
"RPL36A_1_70",31941,"ribosomal protein L36a pseudogene 10","RPL36AP10"
"RPL36AP10",31941,"ribosomal protein L36a pseudogene 10","RPL36AP10"
"RPL30_7_1765",31993,"ribosomal protein L30 pseudogene 15","RPL30P15"
"RPL30P15",31993,"ribosomal protein L30 pseudogene 15","RPL30P15"
"RPL31_10_781",31994,"ribosomal protein L31 pseudogene 34","RPL31P34"
"RPL31P34",31994,"ribosomal protein L31 pseudogene 34","RPL31P34"
"RPL31_11_499",31995,"ribosomal protein L31 pseudogene 24","RPL31P24"
"RPL31P24",31995,"ribosomal protein L31 pseudogene 24","RPL31P24"
"RPL31_12_911",31996,"ribosomal protein L31 pseudogene 40","RPL31P40"
"RPL31P40",31996,"ribosomal protein L31 pseudogene 40","RPL31P40"
"RPL31_13_966",31997,"ribosomal protein L31 pseudogene 42","RPL31P42"
"RPL31P42",31997,"ribosomal protein L31 pseudogene 42","RPL31P42"
"RPL31_15_765",31998,"ribosomal protein L31 pseudogene 27","RPL31P27"
"RPL31P27",31998,"ribosomal protein L31 pseudogene 27","RPL31P27"
"RPL31_16_810",31999,"ribosomal protein L31 pseudogene 35","RPL31P35"
"RPL31P35",31999,"ribosomal protein L31 pseudogene 35","RPL31P35"
"RPL31_19_846",32000,"ribosomal protein L31 pseudogene 36","RPL31P36"
"RPL31P36",32000,"ribosomal protein L31 pseudogene 36","RPL31P36"
"RPL31_20_909",32001,"ribosomal protein L31 pseudogene 41","RPL31P41"
"RPL31P41",32001,"ribosomal protein L31 pseudogene 41","RPL31P41"
"RPL37_7_1015",32002,"ribosomal protein L37 pseudogene 17","RPL37P17"
"RPL37P17",32002,"ribosomal protein L37 pseudogene 17","RPL37P17"
"RPL39_10_809",32003,"ribosomal protein L39 pseudogene 23","RPL39P23"
"RPL39P23",32003,"ribosomal protein L39 pseudogene 23","RPL39P23"
"RPL30_6_1213",32090,"ribosomal protein L30 pseudogene 11","RPL30P11"
"RPL30P11",32090,"ribosomal protein L30 pseudogene 11","RPL30P11"
"RPL30_6_1274",32091,"ribosomal protein L30 pseudogene 12","RPL30P12"
"RPL30P12",32091,"ribosomal protein L30 pseudogene 12","RPL30P12"
"RPL30_7_1228",32092,"ribosomal protein L30 pseudogene 13","RPL30P13"
"RPL30P13",32092,"ribosomal protein L30 pseudogene 13","RPL30P13"
"RPL32_7_1234",32093,"ribosomal protein L32 pseudogene 27","RPL32P27"
"RPL32P27",32093,"ribosomal protein L32 pseudogene 27","RPL32P27"
"RPL34_8_1088",32094,"ribosomal protein L34 pseudogene 20","RPL34P20"
"RPL34P20",32094,"ribosomal protein L34 pseudogene 20","RPL34P20"
"RPL34_9_1123",32095,"ribosomal protein L34 pseudogene 24","RPL34P24"
"RPL34P24",32095,"ribosomal protein L34 pseudogene 24","RPL34P24"
"RPL35A_1_367",32096,"ribosomal protein L35a pseudogene 8","RPL35AP8"
"RPL35AP8",32096,"ribosomal protein L35a pseudogene 8","RPL35AP8"
"RPL35A_2_427",32097,"ribosomal protein L35a pseudogene 9","RPL35AP9"
"RPL35AP9",32097,"ribosomal protein L35a pseudogene 9","RPL35AP9"
"RPL35A_3_191",32098,"ribosomal protein L35a pseudogene 6","RPL35AP6"
"RPL35AP6",32098,"ribosomal protein L35a pseudogene 6","RPL35AP6"
"RPL35A_3_429",32099,"ribosomal protein L35a pseudogene 10","RPL35AP10"
"RPL35AP10",32099,"ribosomal protein L35a pseudogene 10","RPL35AP10"
"RPL35A_4_500",32100,"ribosomal protein L35a pseudogene 11","RPL35AP11"
"RPL35AP11",32100,"ribosomal protein L35a pseudogene 11","RPL35AP11"
"RPL35A_4_569",32101,"ribosomal protein L35a pseudogene 14","RPL35AP14"
"RPL35AP14",32101,"ribosomal protein L35a pseudogene 14","RPL35AP14"
"RPL35A_5_531",32102,"ribosomal protein L35a pseudogene 12","RPL35AP12"
"RPL35AP12",32102,"ribosomal protein L35a pseudogene 12","RPL35AP12"
"RPL35A_6_605",32103,"ribosomal protein L35a pseudogene 15","RPL35AP15"
"RPL35AP15",32103,"ribosomal protein L35a pseudogene 15","RPL35AP15"
"RPL35A_6_624",32104,"ribosomal protein L35a pseudogene 16","RPL35AP16"
"RPL35AP16",32104,"ribosomal protein L35a pseudogene 16","RPL35AP16"
"RPL35A_7_625",32105,"ribosomal protein L35a pseudogene 17","RPL35AP17"
"RPL35AP17",32105,"ribosomal protein L35a pseudogene 17","RPL35AP17"
"RPL35A_8_717",32106,"ribosomal protein L35a pseudogene 18","RPL35AP18"
"RPL35AP18",32106,"ribosomal protein L35a pseudogene 18","RPL35AP18"
"RPL35A_8_947",32107,"ribosomal protein L35a pseudogene 19","RPL35AP19"
"RPL35AP19",32107,"ribosomal protein L35a pseudogene 19","RPL35AP19"
"RPL36A_3_200",32108,"ribosomal protein L36a pseudogene 13","RPL36AP13"
"RPL36AP13",32108,"ribosomal protein L36a pseudogene 13","RPL36AP13"
"RPL36A_3_214",32109,"ribosomal protein L36a pseudogene 14","RPL36AP14"
"RPL36AP14",32109,"ribosomal protein L36a pseudogene 14","RPL36AP14"
"RPL36A_4_216",32110,"ribosomal protein L36a pseudogene 15","RPL36AP15"
"RPL36AP15",32110,"ribosomal protein L36a pseudogene 15","RPL36AP15"
"RPL36A_4_361",32111,"ribosomal protein L36a pseudogene 17","RPL36AP17"
"RPL36AP17",32111,"ribosomal protein L36a pseudogene 17","RPL36AP17"
"RPL36A_5_238",32112,"ribosomal protein L36a pseudogene 16","RPL36AP16"
"RPL36AP16",32112,"ribosomal protein L36a pseudogene 16","RPL36AP16"
"RPL36A_5_491",32113,"ribosomal protein L36a pseudogene 18","RPL36AP18"
"RPL36AP18",32113,"ribosomal protein L36a pseudogene 18","RPL36AP18"
"RPL36A_6_630",32114,"ribosomal protein L36a pseudogene 20","RPL36AP20"
"RPL36AP20",32114,"ribosomal protein L36a pseudogene 20","RPL36AP20"
"RPL36A_7_509",32115,"ribosomal protein L36a pseudogene 19","RPL36AP19"
"RPL36AP19",32115,"ribosomal protein L36a pseudogene 19","RPL36AP19"
"RPL36A_7_666",32116,"ribosomal protein L36a pseudogene 25","RPL36AP25"
"RPL36AP25",32116,"ribosomal protein L36a pseudogene 25","RPL36AP25"
"RPL36A_8_545",32117,"ribosomal protein L36a pseudogene 21","RPL36AP21"
"RPL36AP21",32117,"ribosomal protein L36a pseudogene 21","RPL36AP21"
"RPL36_6_1283",32118,"ribosomal protein L36 pseudogene 15","RPL36P15"
"RPL36P15",32118,"ribosomal protein L36 pseudogene 15","RPL36P15"
"RPL36_8_1743",32119,"ribosomal protein L36 pseudogene 17","RPL36P17"
"RPL36P17",32119,"ribosomal protein L36 pseudogene 17","RPL36P17"
"RPL37A_1_476",32120,"ribosomal protein L37a pseudogene 2","RPL37AP2"
"RPL37AP2",32120,"ribosomal protein L37a pseudogene 2","RPL37AP2"
"RPL37A_2_776",32121,"ribosomal protein L37a pseudogene 4","RPL37AP4"
"RPL37AP4",32121,"ribosomal protein L37a pseudogene 4","RPL37AP4"
"RPL37A_3_833",32122,"ribosomal protein L37a pseudogene 6","RPL37AP6"
"RPL37AP6",32122,"ribosomal protein L37a pseudogene 6","RPL37AP6"
"RPL37_6_1200",32123,"ribosomal protein L37 pseudogene 20","RPL37P20"
"RPL37P20",32123,"ribosomal protein L37 pseudogene 20","RPL37P20"
"RPL37_7_1538",32124,"ribosomal protein L37 pseudogene 22","RPL37P22"
"RPL37P22",32124,"ribosomal protein L37 pseudogene 22","RPL37P22"
"RPL37_8_1033",32125,"ribosomal protein L37 pseudogene 18","RPL37P18"
"RPL37P18",32125,"ribosomal protein L37 pseudogene 18","RPL37P18"
"RPL31_36_1782",32168,"ribosomal protein L31 pseudogene 63","RPL31P63"
"RPL31P63",32168,"ribosomal protein L31 pseudogene 63","RPL31P63"
"RPL32_11_1810",32169,"ribosomal protein L32 pseudogene 35","RPL32P35"
"RPL32P35",32169,"ribosomal protein L32 pseudogene 35","RPL32P35"
"RPL36_10_1804",32170,"ribosomal protein L36 pseudogene 18","RPL36P18"
"RPL36P18",32170,"ribosomal protein L36 pseudogene 18","RPL36P18"
"RPL37_11_1779",32171,"ribosomal protein L37 pseudogene 24","RPL37P24"
"RPL37P24",32171,"ribosomal protein L37 pseudogene 24","RPL37P24"
"RPL39_11_1016",32172,"ribosomal protein L39 pseudogene 24","RPL39P24"
"RPL39P24",32172,"ribosomal protein L39 pseudogene 24","RPL39P24"
"RPL31_17_1239",32240,"ribosomal protein L31 pseudogene 51","RPL31P51"
"RPL31P51",32240,"ribosomal protein L31 pseudogene 51","RPL31P51"
"RPL31_18_1289",32241,"ribosomal protein L31 pseudogene 52","RPL31P52"
"RPL31P52",32241,"ribosomal protein L31 pseudogene 52","RPL31P52"
"RPL31_19_1315",32242,"ribosomal protein L31 pseudogene 53","RPL31P53"
"RPL31P53",32242,"ribosomal protein L31 pseudogene 53","RPL31P53"
"RPL31_20_1484",32243,"ribosomal protein L31 pseudogene 56","RPL31P56"
"RPL31P56",32243,"ribosomal protein L31 pseudogene 56","RPL31P56"
"RPL31_23_1157",32244,"ribosomal protein L31 pseudogene 46","RPL31P46"
"RPL31P46",32244,"ribosomal protein L31 pseudogene 46","RPL31P46"
"RPL31_23_1580",32245,"ribosomal protein L31 pseudogene 59","RPL31P59"
"RPL31P59",32245,"ribosomal protein L31 pseudogene 59","RPL31P59"
"RPL31_24_1186",32246,"ribosomal protein L31 pseudogene 47","RPL31P47"
"RPL31P47",32246,"ribosomal protein L31 pseudogene 47","RPL31P47"
"RPL31_26_1736",32247,"ribosomal protein L31 pseudogene 62","RPL31P62"
"RPL31P62",32247,"ribosomal protein L31 pseudogene 62","RPL31P62"
"RPL31_27_1326",32248,"ribosomal protein L31 pseudogene 54","RPL31P54"
"RPL31P54",32248,"ribosomal protein L31 pseudogene 54","RPL31P54"
"RPL31_32_1533",32249,"ribosomal protein L31 pseudogene 58","RPL31P58"
"RPL31P58",32249,"ribosomal protein L31 pseudogene 58","RPL31P58"
"RPL31_33_1645",32250,"ribosomal protein L31 pseudogene 60","RPL31P60"
"RPL31P60",32250,"ribosomal protein L31 pseudogene 60","RPL31P60"
"RPL31_34_1652",32251,"ribosomal protein L31 pseudogene 61","RPL31P61"
"RPL31P61",32251,"ribosomal protein L31 pseudogene 61","RPL31P61"
"RPL32_10_1563",32252,"ribosomal protein L32 pseudogene 32","RPL32P32"
"RPL32P32",32252,"ribosomal protein L32 pseudogene 32","RPL32P32"
"RPL32_15_1162",32253,"ribosomal protein L32 pseudogene 24","RPL32P24"
"RPL32P24",32253,"ribosomal protein L32 pseudogene 24","RPL32P24"
"RPL32_16_1167",32254,"ribosomal protein L32 pseudogene 25","RPL32P25"
"RPL32P25",32254,"ribosomal protein L32 pseudogene 25","RPL32P25"
"RPL32_17_1245",32255,"ribosomal protein L32 pseudogene 26","RPL32P26"
"RPL32P26",32255,"ribosomal protein L32 pseudogene 26","RPL32P26"
"RPL32_19_1431",32256,"ribosomal protein L32 pseudogene 30","RPL32P30"
"RPL32P30",32256,"ribosomal protein L32 pseudogene 30","RPL32P30"
"RPL32_20_1573",32257,"ribosomal protein L32 pseudogene 33","RPL32P33"
"RPL32P33",32257,"ribosomal protein L32 pseudogene 33","RPL32P33"
"RPL34_10_1028",32258,"ribosomal protein L34 pseudogene 19","RPL34P19"
"RPL34P19",32258,"ribosomal protein L34 pseudogene 19","RPL34P19"
"RPL34_10_1189",32259,"ribosomal protein L34 pseudogene 21","RPL34P21"
"RPL34P21",32259,"ribosomal protein L34 pseudogene 21","RPL34P21"
"RPL34_12_1141",32260,"ribosomal protein L34 pseudogene 22","RPL34P22"
"RPL34P22",32260,"ribosomal protein L34 pseudogene 22","RPL34P22"
"RPL34_13_1184",32261,"ribosomal protein L34 pseudogene 23","RPL34P23"
"RPL34P23",32261,"ribosomal protein L34 pseudogene 23","RPL34P23"
"RPL34_13_1367",32262,"ribosomal protein L34 pseudogene 28","RPL34P28"
"RPL34P28",32262,"ribosomal protein L34 pseudogene 28","RPL34P28"
"RPL34_14_1217",32263,"ribosomal protein L34 pseudogene 25","RPL34P25"
"RPL34P25",32263,"ribosomal protein L34 pseudogene 25","RPL34P25"
"RPL34_14_1586",32264,"ribosomal protein L34 pseudogene 32","RPL34P32"
"RPL34P32",32264,"ribosomal protein L34 pseudogene 32","RPL34P32"
"RPL34_15_1483",32265,"ribosomal protein L34 pseudogene 29","RPL34P29"
"RPL34P29",32265,"ribosomal protein L34 pseudogene 29","RPL34P29"
"RPL34_16_1738",32266,"ribosomal protein L34 pseudogene 35","RPL34P35"
"RPL34P35",32266,"ribosomal protein L34 pseudogene 35","RPL34P35"
"RPL34_17_1547",32267,"ribosomal protein L34 pseudogene 30","RPL34P30"
"RPL34P30",32267,"ribosomal protein L34 pseudogene 30","RPL34P30"
"RPL35A_11_983",32268,"ribosomal protein L35a pseudogene 21","RPL35AP21"
"RPL35AP21",32268,"ribosomal protein L35a pseudogene 21","RPL35AP21"
"RPL35A_9_1011",32269,"ribosomal protein L35a pseudogene 22","RPL35AP22"
"RPL35AP22",32269,"ribosomal protein L35a pseudogene 22","RPL35AP22"
"RPL36A_10_733",32270,"ribosomal protein L36a pseudogene 24","RPL36AP24"
"RPL36AP24",32270,"ribosomal protein L36a pseudogene 24","RPL36AP24"
"RPL36A_10_864",32271,"ribosomal protein L36a pseudogene 28","RPL36AP28"
"RPL36AP28",32271,"ribosomal protein L36a pseudogene 28","RPL36AP28"
"RPL36A_11_788",32272,"ribosomal protein L36a pseudogene 29","RPL36AP29"
"RPL36AP29",32272,"ribosomal protein L36a pseudogene 29","RPL36AP29"
"RPL36A_11_867",32273,"ribosomal protein L36a pseudogene 30","RPL36AP30"
"RPL36AP30",32273,"ribosomal protein L36a pseudogene 30","RPL36AP30"
"RPL36A_12_887",32274,"ribosomal protein L36a pseudogene 32","RPL36AP32"
"RPL36AP32",32274,"ribosomal protein L36a pseudogene 32","RPL36AP32"
"RPL36A_14_970",32275,"ribosomal protein L36a pseudogene 34","RPL36AP34"
"RPL36AP34",32275,"ribosomal protein L36a pseudogene 34","RPL36AP34"
"RPL37_10_1232",32276,"ribosomal protein L37 pseudogene 19","RPL37P19"
"RPL37P19",32276,"ribosomal protein L37 pseudogene 19","RPL37P19"
"RPL37_11_1318",32277,"ribosomal protein L37 pseudogene 21","RPL37P21"
"RPL37P21",32277,"ribosomal protein L37 pseudogene 21","RPL37P21"
"RPL39_11_1067",32278,"ribosomal protein L39 pseudogene 25","RPL39P25"
"RPL39P25",32278,"ribosomal protein L39 pseudogene 25","RPL39P25"
"RPL39_12_1121",32279,"ribosomal protein L39 pseudogene 26","RPL39P26"
"RPL39P26",32279,"ribosomal protein L39 pseudogene 26","RPL39P26"
"RPL39_12_1504",32280,"ribosomal protein L39 pseudogene 30","RPL39P30"
"RPL39P30",32280,"ribosomal protein L39 pseudogene 30","RPL39P30"
"RPL39_14_1253",32281,"ribosomal protein L39 pseudogene 28","RPL39P28"
"RPL39P28",32281,"ribosomal protein L39 pseudogene 28","RPL39P28"
"RPL39_14_1560",32282,"ribosomal protein L39 pseudogene 33","RPL39P33"
"RPL39P33",32282,"ribosomal protein L39 pseudogene 33","RPL39P33"
"RPL39_15_1333",32283,"ribosomal protein L39 pseudogene 29","RPL39P29"
"RPL39P29",32283,"ribosomal protein L39 pseudogene 29","RPL39P29"
"RPL39_15_1666",32284,"ribosomal protein L39 pseudogene 34","RPL39P34"
"RPL39P34",32284,"ribosomal protein L39 pseudogene 34","RPL39P34"
"RPL39_16_1667",32285,"ribosomal protein L39 pseudogene 35","RPL39P35"
"RPL39P35",32285,"ribosomal protein L39 pseudogene 35","RPL39P35"
"RPL39_17_1495",32286,"ribosomal protein L39 pseudogene 31","RPL39P31"
"RPL39P31",32286,"ribosomal protein L39 pseudogene 31","RPL39P31"
"RPL39_17_1668",32287,"ribosomal protein L39 pseudogene 36","RPL39P36"
"RPL39P36",32287,"ribosomal protein L39 pseudogene 36","RPL39P36"
"RPL39_18_1669",32288,"ribosomal protein L39 pseudogene 37","RPL39P37"
